@relation fatigue

@attribute fatigue_value real
@attribute a0_x real
@attribute a0_y real
@attribute a1_x real
@attribute a1_y real
@attribute a2_x real
@attribute a2_y real
@attribute a3_x real
@attribute a3_y real
@attribute a4_x real
@attribute a4_y real
@attribute a5_x real
@attribute a5_y real
@attribute a6_x real
@attribute a6_y real
@attribute a7_x real
@attribute a7_y real
@attribute a8_x real
@attribute a8_y real
@attribute a9_x real
@attribute a9_y real
@attribute a10_x real
@attribute a10_y real
@attribute a11_x real
@attribute a11_y real
@attribute a12_x real
@attribute a12_y real
@attribute a13_x real
@attribute a13_y real
@attribute a14_x real
@attribute a14_y real
@attribute a15_x real
@attribute a15_y real
@attribute a16_x real
@attribute a16_y real
@attribute a17_x real
@attribute a17_y real
@attribute a18_x real
@attribute a18_y real
@attribute a19_x real
@attribute a19_y real
@attribute a20_x real
@attribute a20_y real
@attribute a21_x real
@attribute a21_y real
@attribute a22_x real
@attribute a22_y real
@attribute a23_x real
@attribute a23_y real
@attribute a24_x real
@attribute a24_y real
@attribute a25_x real
@attribute a25_y real
@attribute a26_x real
@attribute a26_y real
@attribute a27_x real
@attribute a27_y real
@attribute a28_x real
@attribute a28_y real
@attribute a29_x real
@attribute a29_y real
@attribute a30_x real
@attribute a30_y real
@attribute a31_x real
@attribute a31_y real
@attribute a32_x real
@attribute a32_y real
@attribute a33_x real
@attribute a33_y real
@attribute a34_x real
@attribute a34_y real
@attribute a35_x real
@attribute a35_y real
@attribute a36_x real
@attribute a36_y real
@attribute a37_x real
@attribute a37_y real
@attribute a38_x real
@attribute a38_y real
@attribute a39_x real
@attribute a39_y real
@attribute a40_x real
@attribute a40_y real
@attribute a41_x real
@attribute a41_y real
@attribute a42_x real
@attribute a42_y real
@attribute a43_x real
@attribute a43_y real
@attribute a44_x real
@attribute a44_y real
@attribute a45_x real
@attribute a45_y real
@attribute a46_x real
@attribute a46_y real
@attribute a47_x real
@attribute a47_y real
@attribute a48_x real
@attribute a48_y real
@attribute a49_x real
@attribute a49_y real
@attribute a50_x real
@attribute a50_y real
@attribute a51_x real
@attribute a51_y real
@attribute a52_x real
@attribute a52_y real
@attribute a53_x real
@attribute a53_y real
@attribute a54_x real
@attribute a54_y real
@attribute a55_x real
@attribute a55_y real
@attribute a56_x real
@attribute a56_y real
@attribute a57_x real
@attribute a57_y real
@attribute a58_x real
@attribute a58_y real
@attribute a59_x real
@attribute a59_y real
@attribute a60_x real
@attribute a60_y real
@attribute a61_x real
@attribute a61_y real
@attribute a62_x real
@attribute a62_y real
@attribute a63_x real
@attribute a63_y real
@attribute a64_x real
@attribute a64_y real
@attribute a65_x real
@attribute a65_y real
@attribute a66_x real
@attribute a66_y real
@attribute a67_x real
@attribute a67_y real

@data
1,-91.4941,-43.4062,-93.9532,-7.36855,-92.8273,20.1063,-87.0042,50.8623,-75.3525,76.4546,-57.3741,96.8073,-31.4926,113.986,3.60012,121.922,41.0794,115.214,70.19,98.8171,89.6533,75.3042,99.2864,50.9266,104.495,20.9675,106.63,-8.24209,105.936,-39.3607,89.437,-59.6001,69.8818,-77.4743,45.016,-78.7291,31.4854,-66.7965,50.8153,-66.5109,69.029,-64.48,-75.2079,-60.8251,-58.3893,-77.5387,-34.0878,-78.6608,-16.8896,-65.997,-37.1879,-66.3264,-56.079,-65.0571,-61.7875,-37.4206,-41.2463,-43.9082,-20.2606,-39.166,-41.4721,-33.9322,-40.9255,-38.512,74.4982,-37.0339,53.2502,-44.7802,31.7766,-39.1722,52.7102,-33.7933,52.93,-39.0839,-8.03951,-41.73,-14.2777,-17.4571,-29.0461,5.59125,-23.1338,18.2293,1.83867,22.1184,27.4592,18.9668,33.8244,7.55193,21.588,-15.8317,18.3759,-41.1539,-14.0164,12.3729,18.1799,13.5854,-42.4444,51.0145,-22.7287,44.9955,-8.06782,41.2522,3.55901,43.2585,14.926,42.0114,30.6148,44.98,49.8916,50.3214,32.5474,58.318,18.5961,60.5154,2.50101,60.7794,-12.8418,60.547,-26.5053,57.7357,-16.9879,52.0347,3.48827,53.4152,22.6489,52.7276,23.5817,51.0349,3.86161,50.9064,-15.0702,50.4019,3.30983,52.5659,0,0
6,-90.1561,-40.1962,-92.3513,-4.39585,-89.0115,23.4475,-80.662,55.2094,-69.5766,76.6172,-55.7376,96.4334,-33.1118,116.281,3.14237,125.487,44.0729,117.529,72.8294,97.7163,86.9939,78.3683,100.099,54.7429,105.615,22.1955,108.147,-7.89095,107.561,-38.2432,92.0865,-54.7035,69.1107,-74.5186,43.1273,-75.302,27.6666,-63.1032,49.0616,-63.5486,68.4438,-61.6544,-78.4782,-53.8062,-60.4332,-72.3079,-34.9301,-74.0305,-18.6302,-60.6931,-41.7993,-63.2775,-60.0249,-60.6105,-60.084,-33.9668,-40.6222,-41.7289,-18.6574,-36.8139,-40.9268,-31.8078,-40.4796,-36.6733,75.5577,-35.4483,54.6583,-43.8892,31.713,-38.3894,53.7006,-32.9833,54.0613,-38.2569,-8.87042,-41.1083,-14.9496,-15.684,-26.9798,7.27725,-19.9726,19.3923,2.49149,22.0184,27.4694,19.2545,34.0867,7.88263,21.9887,-14.4486,17.7838,-40.9819,-11.8013,13.6686,18.0635,13.7883,-43.9168,52.6826,-22.4873,48.0297,-9.16752,45.4959,2.13312,47.0824,14.8671,45.8935,30.4199,47.1284,51.8617,49.5911,32.9282,60.0395,19.4155,63.1745,3.19533,64.1586,-12.8183,63.5141,-26.5814,60.2025,-15.1562,56.5252,4.01891,57.3765,21.2124,56.3004,21.521,52.7058,3.41458,53.4835,-14.5343,53.0749,3.72885,55.8078,0,0
6,-87.4438,-39.3667,-89.7742,-3.78136,-85.0373,24.0741,-76.5866,54.2837,-67.4624,75.7225,-54.0882,96.4367,-33.474,115.415,4.24789,124.682,45.2587,116.979,73.0859,97.826,87.7579,78.8858,100.517,53.7707,106.951,22.4881,110.418,-7.28354,111.306,-35.7276,95.3551,-54.1325,72.1893,-74.389,45.1621,-75.4546,30.2376,-63.7299,50.9958,-64.0608,71.234,-62.276,-74.0117,-57.407,-57.9751,-73.8418,-32.9617,-75.2095,-15.3899,-62.3738,-38.2889,-64.7423,-57.3774,-63.0319,-57.7541,-34.8528,-37.6105,-41.9747,-17.0558,-36.4924,-38.014,-32.6485,-37.2077,-36.6418,74.3394,-34.0495,55.952,-42.3181,33.2664,-37.2448,54.4275,-31.9572,55.1355,-36.6497,-6.34079,-40.9423,-13.0308,-14.9635,-24.9494,9.84682,-16.6882,20.1071,3.40648,21.3879,26.7337,20.4335,33.8051,10.1581,23.2903,-13.0686,19.6955,-40.6039,-10.2789,13.5162,18.6407,13.9157,-39.6073,54.2032,-23.4434,47.5965,-10.7514,44.1761,0.559449,46.0939,11.9604,44.7732,27.3196,47.6509,46.2354,53.9935,30.8003,62.4053,18.0708,66.245,2.17497,67.2344,-12.9961,65.9257,-25.2967,61.3907,-16.5397,55.8516,2.58729,56.8011,19.3903,56.934,19.221,54.5357,1.67404,54.4396,-17.0057,54.3173,2.55031,55.7817,0,0
3,-105.741,-29.3741,-107.435,-0.249777,-105.901,27.4081,-99.975,56.1929,-87.0153,85.9898,-64.5618,108.404,-34.6123,121.034,-1.49524,124.503,32.5634,117.754,59.6752,101.317,77.3684,78.7089,88.1094,53.2474,91.4984,25.0773,93.1081,-2.32317,89.3432,-32.7288,77.4906,-54.9306,58.529,-75.3833,32.2891,-76.2504,16.1328,-62.8257,36.9346,-64.2339,56.6317,-63.0331,-90.8182,-52.6391,-73.6641,-73.476,-46.4814,-75.0641,-27.742,-61.4278,-49.846,-62.5919,-70.3585,-60.9762,-75.0329,-31.3554,-54.9749,-41.4486,-32.9632,-33.5674,-53.944,-27.5526,-54.0785,-34.236,64.9688,-35.3734,45.5117,-43.4598,25.3175,-34.396,45.5475,-30.4109,45.229,-36.3839,-16.759,-33.9491,-20.4608,-12.2165,-33.9156,11.2329,-27.1715,23.6697,-1.46992,25.3591,22.051,24.2915,29.8824,10.5928,14.8078,-13.2658,8.4225,-34.4992,-17.0882,15.8619,14.4388,15.5465,-49.8994,54.6934,-29.6583,43.634,-15.0228,38.2038,-2.29161,39.9765,11.6873,38.2064,27.071,41.9658,44.548,52.103,27.8756,63.7964,14.724,66.8534,-2.04495,68.9774,-18.248,68.0208,-32.9734,64.6678,-21.0076,59.1802,-2.50252,60.8606,16.6487,58.1809,16.3768,46.6071,-2.37242,45.8663,-18.8117,46.8565,-2.59262,53.6077,0,0
6,-89.2956,-44.996,-91.4565,-7.52716,-88.9834,20.4734,-81.8904,50.9755,-70.9076,73.4291,-55.8727,93.2963,-32.9733,112.855,3.28421,121.934,41.5416,115.189,70.9477,97.1012,88.0174,77.2826,100.223,52.5566,106.157,20.6049,109.074,-9.20066,108.102,-40.2114,92.7081,-58.2749,71.8122,-76.7419,46.3826,-78.411,33.035,-66.6959,52.3719,-66.5885,70.6361,-64.5399,-75.4342,-60.1417,-58.5748,-77.7951,-33.0316,-79.0661,-16.6302,-66.7319,-38.9775,-68.173,-56.9736,-66.0914,-58.4367,-38.4121,-38.1895,-45.2403,-17.1592,-40.2699,-38.3716,-35.9653,-37.7765,-40.1899,77.8693,-37.0995,56.3912,-45.8163,32.8056,-40.0181,55.4774,-35.0936,55.5185,-40.1209,-6.53228,-43.3651,-12.8422,-18.4321,-26.1952,6.02855,-19.0106,17.0177,3.04406,20.3893,27.9403,17.1918,33.9278,7.77792,22.3941,-16.2157,19.9273,-42.7109,-11.8734,11.2953,18.3043,12.3781,-40.7087,52.5358,-21.3146,45.8558,-6.93423,42.1277,4.79696,44.0827,16.5855,42.9424,32.0244,45.5805,49.3415,51.3227,33.3992,59.7286,19.9047,62.3036,3.25976,62.9427,-12.6066,61.793,-26.1858,58.5715,-15.7853,53.5299,4.86071,55.1443,23.2773,54.5588,23.9598,52.0006,4.5105,51.752,-14.6991,51.4143,4.60891,53.9083,0,0
6,-99.509,-41.1963,-99.1216,-5.96357,-94.4054,22.7566,-84.8161,53.0832,-71.4518,74.6879,-54.9385,94.1775,-31.2967,111.698,4.28673,119.542,40.8442,111.148,68.6912,90.6571,81.8527,70.9936,93.7694,46.3967,98.7418,14.4664,100.707,-14.444,97.7777,-44.1729,84.4392,-63.4456,63.5329,-81.1096,38.609,-80.5197,25.0649,-67.451,45.2605,-69.5531,62.7423,-68.376,-84.759,-58.3701,-67.3653,-77.991,-41.9366,-78.8942,-25.6598,-66.4331,-48.873,-67.9317,-66.1287,-65.587,-63.6232,-37.7676,-44.5806,-44.6807,-24.7683,-40.619,-44.8802,-35.9992,-44.1975,-40.0018,72.1566,-41.2696,52.1395,-48.172,30.0254,-42.2784,51.7635,-38.5688,51.4165,-43.0056,-11.0499,-42.8329,-15.3277,-18.935,-26.9666,4.92484,-18.8554,18.374,3.64376,21.1171,27.3707,17.307,32.0835,4.72165,18.4577,-18.2907,13.6993,-43.3191,-11.7995,13.3513,17.8737,13.1974,-39.1166,51.8745,-20.3863,46.4855,-7.90374,43.019,4.75614,44.6359,17.1071,43.04,31.2806,44.2171,47.6242,47.6897,32.3939,57.0996,19.6644,59.7535,3.90025,60.8196,-10.7343,60.4769,-24.2364,58.0568,-13.5635,52.9139,5.30549,53.8005,22.8394,52.4075,23.0592,50.42,5.19148,51.3736,-12.4762,51.3519,5.19775,52.7616,0,0
10,-101.243,-39.2283,-100.847,-4.10064,-95.5014,25.2358,-86.4283,53.9792,-72.9608,76.4152,-54.7481,96.2652,-28.1714,111.545,5.14912,115.009,34.9457,109.591,60.8651,95.0184,77.506,74.2637,89.4386,49.8914,95.4832,19.449,98.8479,-9.21257,96.5011,-44.0391,84.4698,-65.9357,63.3301,-85.7982,32.8385,-84.6075,17.9256,-68.6466,41.179,-72.7061,62.0376,-72.9743,-89.8389,-61.3512,-71.0759,-83.3085,-40.5814,-83.1911,-21.905,-68.35,-46.3049,-70.5171,-68.5332,-69.5216,-71.4832,-38.0993,-50.7885,-47.1901,-30.6224,-40.3248,-50.8139,-33.5347,-50.245,-40.2654,69.7874,-42.2606,49.6452,-50.134,29.084,-41.3974,50.2707,-36.7053,50.147,-43.0177,-14.5202,-41.8428,-16.7575,-19.2824,-30.1967,8.24382,-24.6176,22.1238,2.54678,24.2236,29.9551,21.8352,33.6269,7.73696,18.2053,-18.9711,13.3262,-42.2237,-12.7117,15.9459,17.6885,15.9085,-41.0366,56.6795,-21.6227,48.9006,-7.41309,44.5669,4.28396,46.3928,16.6724,44.4722,31.3868,47.2949,45.7384,53.5562,31.4525,61.3164,18.4128,63.3521,2.59892,64.8603,-13.2959,64.0304,-26.6235,61.5404,-14.9728,56.4306,2.90303,57.569,20.2999,56.3562,21.2689,52.1674,2.80829,52.0149,-13.3793,52.5654,2.44676,54.6133,0,0
2,-102.442,-32.7803,-101.652,-1.46255,-96.9007,26.4338,-88.6848,53.7842,-75.4229,79.503,-57.3279,101.083,-32.0777,116.546,1.50061,122.008,34.5396,113.575,56.632,95.2548,75.6432,74.3992,87.1011,50.7938,92.7508,22.4632,96.7603,-6.4542,97.8782,-37.1008,80.517,-55.9257,60.1549,-78.3035,30.8593,-78.1899,14.8649,-63.7835,34.5229,-64.3407,57.0866,-63.8459,-88.5517,-56.1527,-70.6377,-76.1073,-40.5892,-77.086,-24.0511,-62.431,-46.0306,-63.9002,-67.5266,-62.7682,-69.3359,-33.5191,-48.6131,-40.4321,-27.4369,-35.4181,-48.0246,-30.0281,-48.0954,-34.8013,63.7549,-36.8879,44.6338,-41.989,23.2841,-36.7068,44.1594,-31.8902,43.7568,-36.4276,-14.2162,-37.6757,-18.7417,-13.5768,-32.5947,9.87496,-25.5628,20.835,0.480389,22.9554,24.0435,20.2678,30.4324,8.64666,16.5466,-14.0118,10.7051,-38.3405,-16.054,13.9788,15.1643,13.6652,-44.6929,53.6657,-28.16,42.7394,-14.4448,37.6809,-2.04398,39.6425,10.7337,37.6537,24.4885,41.767,41.4855,51.9822,26.9014,59.3424,14.6182,63.1211,-0.17292,65.7669,-15.5045,64.779,-29.5202,61.7765,-18.3621,54.6883,-1.29045,56.0645,16.0684,54.6191,16.5084,48.4193,-1.7044,47.4841,-18.0928,48.3325,-1.37461,52.7173,0,0
10,-104.758,-44.5817,-104.229,-10.2278,-99.4175,18.705,-88.6797,48.766,-75.4767,69.3218,-58.579,90.1334,-30.8247,106.265,6.36503,111.871,36.3985,105.391,62.3981,86.2944,75.3748,67.6767,87.7464,43.2934,93.3173,11.3787,95.9347,-18.0174,91.7241,-50.0018,78.4119,-71.525,58.7618,-88.507,33.0306,-87.5643,20.4058,-73.5257,39.7457,-76.6021,57.4668,-76.4465,-89.9111,-66.1376,-70.7649,-86.2506,-42.7528,-86.2483,-28.6522,-72.9906,-50.2529,-75.0629,-69.3261,-73.2352,-70.4201,-42.6708,-52.6763,-51.5944,-32.7104,-44.4831,-52.5416,-38.1401,-52.3252,-45.0233,66.7814,-46.4954,47.91,-54.5178,27.4025,-45.4309,48.1277,-40.6048,47.8024,-47.2234,-16.2572,-47.2816,-18.6304,-23.1507,-30.5168,3.37072,-26.1008,17.1278,2.06009,20.349,29.0026,15.757,30.1349,2.26014,16.4279,-23.1851,11.8886,-47.9082,-13.8015,12.2395,16.5917,11.897,-43.0673,49.7493,-21.9914,44.8332,-7.01673,42.2071,4.38858,43.8807,15.4307,42.235,29.5592,43.628,44.2726,47.0867,30.8966,55.6621,18.3339,58.2055,2.6348,59.4397,-13.4113,59.1496,-26.9366,55.7495,-14.7483,52.2984,3.49321,53.6216,21.0078,52.4582,21.2842,49.2926,3.39798,49.9136,-13.3912,49.6243,3.1329,51.5421,0,0
6,-91.7982,-35.8194,-94.2587,0.814932,-89.8999,29.6256,-82.3655,56.1975,-69.7776,80.0796,-53.325,99.2885,-29.8006,116.097,6.10459,121.844,41.4583,115.459,66.0812,100.72,86.8818,76.7369,97.729,50.9637,102.692,22.7868,105.809,-6.78281,103.35,-39.9082,90.7502,-54.2223,69.9753,-77.3344,39.9438,-78.1574,24.4468,-64.3802,46.4342,-66.2224,66.5654,-63.9177,-84.454,-50.0701,-66.63,-74.0692,-37.01,-75.7425,-21.4575,-63.1089,-43.7898,-63.7017,-63.4766,-60.7718,-60.312,-33.9795,-39.6502,-40.7197,-21.0487,-36.3484,-39.9707,-31.5425,-39.1618,-35.9347,69.9104,-36.2653,51.3081,-43.6983,29.8411,-38.0772,50.759,-33.9769,50.6752,-38.8249,-10.2339,-39.8584,-14.0978,-15.4313,-25.5025,8.22754,-19.1846,19.486,3.04405,22.1333,26.5361,18.3978,31.4509,7.72311,20.1377,-14.6044,16.0084,-40.2219,-10.9639,13.4711,16.1981,13.6568,-35.4327,56.5979,-22.1675,46.3822,-9.4443,42.0218,1.63377,44.329,12.4476,42.2953,26.6771,45.6441,41.1434,56.1351,28.0213,61.5627,16.2561,63.9313,1.21192,65.2731,-12.1189,63.7039,-23.9799,61.2931,-15.5434,54.3108,2.19611,55.4922,18.8953,54.8051,19.0821,51.559,2.03232,51.1872,-15.6155,51.4275,2.36202,53.5115,0,0
6,-97.0415,-36.6018,-96.7731,-3.73761,-92.7134,24.6251,-83.6762,56.1813,-70.1335,78.6623,-53.4968,98.2716,-28.6917,115.537,5.43637,122.129,41.1223,114.687,68.8397,96.3227,83.8516,74.8724,94.8419,52.7893,100.774,20.5786,103.946,-9.401,103.378,-39.8199,88.0979,-57.1337,66.7642,-78.3832,39.4363,-78.5635,23.1329,-65.1014,45.181,-66.9146,64.8574,-65.3028,-83.3871,-55.1998,-64.2717,-75.9221,-36.6139,-76.5895,-22.5069,-63.6792,-45.4579,-65.7753,-63.4624,-63.7783,-61.1606,-35.4693,-42.5018,-42.1287,-22.1276,-38.1505,-42.8513,-31.6237,-42.5955,-36.6448,68.0291,-37.7425,48.5367,-44.9531,27.6644,-39.8039,48.3835,-33.8037,48.6104,-39.2606,-12.1475,-40.348,-16.6464,-16.3999,-27.9081,6.48393,-22.5366,20.0128,1.21583,22.1121,24.3109,19.3525,29.8398,6.78844,18.257,-16.3896,13.8467,-40.7702,-13.2485,13.7475,15.5636,13.8871,-40.1417,54.0229,-21.9996,47.7999,-10.109,44.6323,0.508451,46.7394,11.2513,44.9893,25.1664,46.974,42.1847,52.1672,27.8193,61.2347,15.4166,64.8935,1.49733,66.1236,-12.9028,65.1893,-25.6165,61.7522,-14.9251,56.3343,2.1986,57.8417,17.8225,56.6395,18.1843,52.3565,1.9264,52.7316,-14.5412,52.5059,2.18885,55.3656,0,0
6,-92.6088,-37.6275,-94.4243,-3.19111,-90.0009,24.1679,-80.7808,54.8658,-69.3,76.4096,-53.9798,96.8753,-30.0478,115.864,7.29374,123.624,45.9576,115.088,73.5807,95.1712,87.8367,74.6369,99.6864,50.1748,104.434,18.1878,106.17,-10.9426,104.501,-39.0307,90.5607,-57.51,66.5211,-76.5263,39.321,-76.5378,25.0333,-64.3277,46.5514,-65.1709,66.4853,-63.791,-81.3576,-54.9187,-64.105,-73.6526,-37.4255,-75.6664,-19.2841,-62.5574,-43.3837,-64.3614,-62.9147,-61.675,-62.6753,-34.5819,-43.1265,-42.1797,-22.0606,-37.9258,-43.1283,-32.6904,-42.5397,-37.0587,73.6618,-36.9299,53.8552,-44.5688,31.373,-39.169,52.8826,-34.2039,53.2715,-39.0158,-9.68598,-40.2441,-14.7918,-16.2309,-26.358,7.38386,-19.3244,19.797,3.81349,22.2003,29.5873,19.2136,34.2585,6.544,21.5847,-15.3084,16.9327,-40.5346,-11.0246,14.2366,19.3577,13.7095,-40.4617,53.3542,-20.2473,47.8052,-7.57198,44.6881,4.50323,46.0948,17.3738,44.8519,32.6463,46.4529,51.5481,49.7789,35.5723,59.1024,22.364,62.1964,5.26195,63.883,-10.4559,63.1687,-23.8503,60.1896,-13.1717,56.1047,5.60111,56.8815,23.3905,55.644,23.6196,52.1056,4.86887,52.8065,-12.334,52.8612,5.04192,55.0032,0,0
9,-90.2766,-34.6811,-94.013,-0.0709935,-90.4492,29.0298,-82.6659,60.7238,-71.5825,82.3297,-55.8294,101.747,-31.6766,119.007,3.50479,125.163,41.167,118.142,66.7035,102.591,84.2316,81.3953,96.4077,58.7049,102.717,26.632,106.287,-3.29853,106.465,-34.761,92.8921,-53.7107,71.6437,-74.9505,44.5037,-75.5037,27.4015,-61.9748,50.2045,-64.4184,69.4378,-62.4774,-79.5576,-52.1859,-60.9309,-72.135,-34.7948,-73.3831,-18.4935,-59.3227,-40.7481,-62.2426,-60.0769,-60.6702,-60.7796,-32.747,-40.0212,-40.4278,-19.3775,-35.1596,-40.5466,-29.2396,-39.6132,-34.5756,74.4165,-33.9095,54.7616,-42.1019,33.1705,-36.2531,54.155,-30.5678,54.9942,-36.2127,-9.7253,-38.2865,-14.4997,-13.9104,-25.8222,10.1069,-19.9523,20.9552,1.69415,22.761,25.5502,21.1206,32.2021,10.5604,21.5248,-12.8129,17.9539,-38.1167,-10.9056,14.7458,15.6445,15.0155,-40.256,58.7383,-23.4748,50.4936,-11.4747,47.192,-1.45424,49.2009,10.5682,47.8401,24.8149,50.8496,43.5876,58.3299,27.2464,65.5712,14.9478,68.1589,-0.0153351,68.5603,-14.4207,67.4805,-26.4744,64.2799,-15.8105,59.5955,0.251122,60.2514,14.7329,60.0665,14.9951,55.3964,0.0722885,55.4982,-15.8518,54.9686,0.559578,57.7608,0,0
9,-90.2368,-37.1805,-92.4733,-2.03517,-89.0898,27.0717,-81.5274,57.9277,-70.2785,80.4338,-55.0181,100.014,-32.2603,117.026,1.95061,124.505,40.3971,117.699,68.4959,101.537,88.9548,76.8185,99.7746,54.1325,105.402,22.4677,108.354,-8.06988,106.301,-39.2977,89.9189,-54.0081,69.6488,-75.1632,44.6476,-76.3603,28.0753,-63.5497,49.1259,-65.1356,67.1989,-62.2324,-79.1534,-54.6357,-62.0551,-74.115,-37.7261,-74.9346,-23.5379,-62.2954,-45.3284,-64.6654,-61.3211,-62.4677,-58.5333,-34.6427,-39.9842,-41.8509,-20.638,-36.9085,-40.7158,-32.1015,-39.7149,-36.7839,72.8593,-35.4004,53.6891,-42.9843,31.9497,-37.9953,52.8603,-32.8306,52.8592,-37.9819,-9.6769,-39.9085,-14.8072,-15.3873,-26.5641,7.33578,-19.4754,19.1193,2.41936,21.4919,26.2111,18.7632,32.6071,8.10177,20.8418,-14.2067,16.782,-39.9562,-11.7107,13.4618,16.4742,13.8351,-39.3318,56.3658,-23.0622,48.324,-11.6505,45.0335,-0.890961,47.1195,10.5678,45.5812,24.6169,48.006,42.9696,55.5052,27.2944,62.4635,14.6246,65.3659,-0.518036,65.7377,-14.0667,65.043,-26.2615,62.3008,-15.8033,56.6987,0.812073,57.7713,16.9717,57.1506,16.7984,53.4032,0.436363,53.765,-16.1761,53.1856,0.929756,55.8379,0,0
3,-105.693,-29.5156,-105.771,-1.28124,-103.089,25.6032,-96.1269,52.7167,-82.9291,82.4058,-62.8514,105.03,-35.1529,118.308,0.637119,123.538,36.0266,116.083,61.0006,99.1577,78.3326,77.7235,89.6047,50.8647,94.1486,22.4623,95.4962,-4.50353,92.338,-33.5614,79.666,-57.3705,60.1376,-76.5221,33.0672,-76.6643,17.5058,-63.9621,37.2187,-65.1553,57.7978,-64.6488,-93.0734,-55.8957,-75.1272,-74.7456,-46.713,-75.5114,-27.666,-62.5667,-48.7264,-63.5461,-70.3318,-62.3734,-75.2702,-32.5692,-56.1499,-42.556,-33.025,-34.0511,-55.188,-28.4816,-55.1668,-35.3384,69.5573,-36.1573,48.3372,-44.645,26.6605,-34.7044,47.6484,-30.5126,47.5955,-36.8283,-16.5054,-35.1758,-20.6752,-12.6158,-32.9169,9.05506,-26.5441,22.385,-0.0798643,24.962,23.9299,22.3594,29.8544,7.93905,16.1388,-13.9713,9.84816,-35.9876,-16.5108,14.9954,14.7739,14.8096,-47.0995,52.9329,-29.7999,41.6532,-14.7485,37.6177,-1.32538,39.245,12.8391,37.4999,27.9349,41.1215,42.6995,52.2565,28.5202,62.7792,15.6321,65.7533,-1.39986,67.5684,-17.9965,66.4839,-31.7887,62.746,-20.8913,58.2642,-0.75157,60.3773,19.4989,57.9501,18.9009,46.1255,-1.18049,45.3852,-19.1563,45.8818,-0.741318,53.5539,0,0
6,-99.7964,-38.906,-98.3606,-4.71563,-94.1463,24.5274,-85.3232,54.9259,-73.5565,77.0782,-57.2885,97.9562,-32.066,114.944,2.95503,121.907,36.3319,115.19,63.7103,97.112,79.9825,75.2957,92.1551,51.948,97.8773,20.9993,101.318,-7.9054,98.3118,-40.2924,84.1735,-60.2898,65.1433,-78.7225,40.6165,-79.0673,25.5248,-65.5665,45.6237,-68.2895,62.789,-66.5976,-86.5204,-59.7663,-68.3095,-78.2693,-43.1999,-77.7412,-29.1637,-64.8406,-50.7652,-67.3944,-67.7653,-66.2315,-65.9578,-37.466,-48.3932,-45.3239,-29.8162,-39.1754,-48.639,-34.6874,-48.5178,-39.9202,68.4376,-40.0073,49.2943,-47.3556,29.6302,-40.2097,49.0512,-36.5195,48.7304,-41.8506,-12.7299,-40.13,-16.7329,-17.1387,-29.1733,6.60931,-22.3006,19.9661,1.59538,22.8332,25.4097,19.9598,31.7613,7.1305,17.7028,-16.2526,13.4703,-40.2642,-13.1769,14.3184,16.3964,14.1684,-39.4696,56.0588,-23.0201,47.7509,-9.92443,43.6252,2.08677,45.4763,14.4705,44.1835,28.3167,47.3054,41.4321,54.8483,27.8398,61.6455,15.8137,63.8061,0.224276,64.9532,-13.0734,64.1184,-25.4997,61.3368,-15.5245,55.6047,1.61732,56.926,18.8647,56.2398,19.1688,52.4026,1.69397,52.3723,-14.5523,51.9356,1.38565,55.0408,0,0
4,-100.334,-38.5119,-102.433,-5.58988,-98.7383,22.6187,-91.7834,51.3559,-78.4516,78.4084,-61.0167,100.482,-32.5175,116.559,6.13523,123.066,40.6059,112.777,62.2491,96.5651,82.34,76.6209,94.581,49.5065,97.2973,20.7016,98.8884,-6.44211,97.4229,-36.6705,82.7551,-54.2145,61.5774,-75.1997,34.503,-76.0311,21.4937,-63.0999,39.4923,-64.201,59.6099,-63.2238,-83.9595,-58.4463,-68.0307,-76.0679,-41.099,-77.4119,-22.5547,-63.6136,-45.0427,-66.1152,-65.0645,-64.9806,-68.6422,-34.7232,-47.0616,-44.0575,-22.5848,-35.9981,-46.3888,-31.1554,-46.2596,-37.1857,69.1757,-34.81,47.1426,-43.357,23.9353,-35.3196,47.6303,-30.6375,46.7448,-36.5545,-9.59951,-39.0761,-14.3518,-16.3651,-28.9834,6.95959,-20.3771,17.7838,3.33182,20.3657,26.8478,18.0312,31.8403,6.85327,18.0601,-15.2154,13.0211,-39.2139,-12.9381,11.5983,17.5345,12.0287,-48.3601,48.7727,-27.0126,38.2953,-12.3692,33.7347,1.96323,35.1237,16.478,34.2035,31.8125,38.2428,51.6862,47.9678,32.3049,60.1763,18.1563,63.1473,1.16767,64.9773,-14.8649,63.004,-28.8994,59.6744,-19.1657,54.1512,1.16288,55.906,21.0218,54.8059,22.2224,44.1952,0.983944,42.5626,-16.8123,43.2841,1.30475,50.1765,0,0
